,Unnamed: 0,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,id
6308,6308.0,Male,Loyal Customer,15.0,Personal Travel,Eco,622.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,0.0,0.0,neutral or dissatisfied,58676
73025,73025.0,Female,Loyal Customer,32.0,Business travel,Business,3821.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,0.0,23.0,neutral or dissatisfied,20544
11079,11079.0,Female,disloyal Customer,24.0,Business travel,Eco,109.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,0.0,5.0,neutral or dissatisfied,51276
41696,41696.0,Female,Loyal Customer,39.0,Business travel,Eco Plus,472.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,4.0,50.0,53.0,satisfied,46199
13747,13747.0,Male,Loyal Customer,18.0,Personal Travel,Eco,602.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,neutral or dissatisfied,128233
1712,1712.0,Male,Loyal Customer,27.0,Personal Travel,Eco,288.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,21.0,23.0,neutral or dissatisfied,9604
21861,21861.0,Female,Loyal Customer,56.0,Business travel,Business,3592.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,18.0,19.0,neutral or dissatisfied,87654
42288,42288.0,Female,Loyal Customer,35.0,Business travel,Eco,528.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,2.0,5.0,26.0,16.0,satisfied,12788
85603,85603.0,Female,Loyal Customer,60.0,Business travel,Business,3580.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,45.0,47.0,neutral or dissatisfied,16549
75336,75336.0,Male,disloyal Customer,41.0,Business travel,Eco,628.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,5.0,0.0,11.0,neutral or dissatisfied,35409
58761,58761.0,Male,Loyal Customer,46.0,Business travel,Business,685.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,,2.0,1.0,4.0,1.0,4.0,0.0,0.0,satisfied,2171
20547,20547.0,Male,Loyal Customer,28.0,Personal Travel,Eco,507.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,6.0,4.0,neutral or dissatisfied,126326
2754,2754.0,Female,Loyal Customer,,Personal Travel,Eco Plus,302.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,0.0,0.0,satisfied,24309
87592,87592.0,Male,Loyal Customer,57.0,Business travel,Eco,717.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,25.0,18.0,neutral or dissatisfied,100107
78152,78152.0,Male,Loyal Customer,22.0,Personal Travel,Eco Plus,2237.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,28.0,9.0,neutral or dissatisfied,101375
6851,6851.0,Male,Loyal Customer,63.0,Business travel,Business,337.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,5.0,neutral or dissatisfied,104974
37601,37601.0,Female,Loyal Customer,23.0,Business travel,Business,237.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,11.0,10.0,neutral or dissatisfied,103416
96170,96170.0,Male,Loyal Customer,23.0,Business travel,Business,647.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,22.0,27.0,neutral or dissatisfied,128396
92138,92138.0,Female,disloyal Customer,44.0,Business travel,Eco,697.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,neutral or dissatisfied,27461
33997,33997.0,Male,Loyal Customer,44.0,Business travel,Business,2075.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,satisfied,121209
60087,60087.0,Female,disloyal Customer,30.0,Business travel,Eco,737.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,6.0,neutral or dissatisfied,46864
76498,76498.0,Male,Loyal Customer,24.0,Personal Travel,Eco,1345.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,26.0,33.0,neutral or dissatisfied,66086
32443,32443.0,Male,Loyal Customer,58.0,Business travel,Eco,621.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,26.0,37.0,neutral or dissatisfied,128405
83662,83662.0,Female,Loyal Customer,27.0,Business travel,Business,3896.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,4.0,0.0,0.0,satisfied,16884
81893,81893.0,Male,disloyal Customer,23.0,Business travel,Eco,255.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,26.0,17.0,neutral or dissatisfied,102678
92355,92355.0,Male,Loyal Customer,24.0,Personal Travel,Eco,577.0,2.0,3.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,3.0,1.0,4.0,5.0,0.0,4.0,neutral or dissatisfied,93628
57516,57516.0,Female,Loyal Customer,54.0,Personal Travel,Eco,476.0,5.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,satisfied,39668
51632,51632.0,Female,Loyal Customer,24.0,Personal Travel,Eco,188.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,45346
26991,26991.0,Female,Loyal Customer,22.0,Business travel,Eco Plus,268.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,,0.0,0.0,neutral or dissatisfied,120335
3104,3104.0,Female,Loyal Customer,17.0,Business travel,Eco,488.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,52.0,38.0,satisfied,18034
78952,78952.0,Male,Loyal Customer,52.0,Business travel,Business,3984.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,6.0,satisfied,124884
82706,82706.0,Female,Loyal Customer,55.0,Business travel,Business,500.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,0.0,satisfied,122529
53663,53663.0,Male,Loyal Customer,24.0,Business travel,Business,1547.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,neutral or dissatisfied,78338
7619,7619.0,Male,Loyal Customer,43.0,Personal Travel,Eco,1489.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,0.0,0.0,neutral or dissatisfied,27054
94,94.0,Female,Loyal Customer,61.0,Business travel,Eco,347.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,11.0,satisfied,41652
44868,44868.0,Male,Loyal Customer,28.0,Personal Travel,Eco,448.0,5.0,4.0,5.0,3.0,1.0,5.0,1.0,1.0,2.0,5.0,4.0,1.0,3.0,1.0,0.0,0.0,satisfied,18900
73872,73872.0,Female,Loyal Customer,43.0,Business travel,Business,2470.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,14.0,3.0,neutral or dissatisfied,10809
43167,43167.0,Male,Loyal Customer,52.0,Personal Travel,Eco,312.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,0.0,22.0,neutral or dissatisfied,11067
41654,41654.0,Female,Loyal Customer,47.0,Business travel,Business,2863.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,satisfied,20243
2601,2601.0,Female,Loyal Customer,38.0,Personal Travel,Eco,1431.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,0.0,neutral or dissatisfied,74656
81073,81073.0,Male,Loyal Customer,68.0,Personal Travel,Eco,528.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,5.0,2.0,0.0,0.0,neutral or dissatisfied,95162
13185,13185.0,Male,Loyal Customer,44.0,Personal Travel,Eco,1788.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,5.0,0.0,0.0,neutral or dissatisfied,126493
94267,94267.0,Male,Loyal Customer,15.0,Personal Travel,Eco,1616.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,0.0,neutral or dissatisfied,27972
10793,10793.0,Male,Loyal Customer,30.0,Business travel,Eco Plus,106.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,5.0,0.0,0.0,satisfied,13605
92584,92584.0,Male,disloyal Customer,24.0,Business travel,Eco,651.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,22.0,42.0,neutral or dissatisfied,118653
62617,62617.0,Male,Loyal Customer,22.0,Business travel,Business,2027.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,8.0,0.0,neutral or dissatisfied,69813
5049,5049.0,Female,Loyal Customer,30.0,Business travel,Business,3506.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,36.0,21.0,neutral or dissatisfied,68656
36698,36698.0,Female,disloyal Customer,22.0,Business travel,Eco,127.0,5.0,0.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,,2.0,5.0,0.0,0.0,satisfied,12397
6234,6234.0,Female,Loyal Customer,59.0,Personal Travel,Eco,528.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,0.0,0.0,neutral or dissatisfied,81493
3978,3978.0,Female,Loyal Customer,25.0,Business travel,Business,674.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,9.0,4.0,satisfied,21331
50372,50372.0,Male,Loyal Customer,44.0,Business travel,Business,290.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,satisfied,190
48006,48006.0,Female,Loyal Customer,24.0,Business travel,Business,2174.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,14.0,16.0,satisfied,109349
38776,38776.0,Female,Loyal Customer,20.0,Personal Travel,Eco Plus,612.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,12.0,3.0,neutral or dissatisfied,109271
27844,27844.0,Female,disloyal Customer,33.0,Business travel,Eco,373.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,neutral or dissatisfied,49741
68020,68020.0,Female,Loyal Customer,49.0,Business travel,Business,585.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,neutral or dissatisfied,72581
92259,92259.0,Female,Loyal Customer,45.0,Business travel,Business,1111.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,satisfied,38660
83190,83190.0,Male,Loyal Customer,32.0,Business travel,Business,2458.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,20.0,satisfied,28770
24018,24018.0,Female,Loyal Customer,61.0,Business travel,Eco,691.0,2.0,4.0,2.0,4.0,,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,neutral or dissatisfied,6019
99434,99434.0,Male,Loyal Customer,8.0,Personal Travel,Eco,268.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,23.0,20.0,neutral or dissatisfied,111070
74769,74769.0,Male,Loyal Customer,38.0,Business travel,Business,2653.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,satisfied,45064
57374,57374.0,Female,disloyal Customer,25.0,Business travel,Eco,680.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,57473
46515,46515.0,Female,Loyal Customer,46.0,Business travel,Business,2365.0,0.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,satisfied,49366
65741,65741.0,Female,Loyal Customer,65.0,Personal Travel,Eco,425.0,4.0,0.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,83842
82117,82117.0,Male,disloyal Customer,26.0,Business travel,Eco,539.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,11.0,7.0,neutral or dissatisfied,8863
85830,85830.0,Female,Loyal Customer,51.0,Business travel,Eco,349.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,26.0,21.0,neutral or dissatisfied,100630
1926,1926.0,Female,Loyal Customer,56.0,Business travel,Business,1713.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,7.0,0.0,satisfied,94437
89969,89969.0,Male,Loyal Customer,42.0,Personal Travel,Eco,1448.0,5.0,3.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,satisfied,29640
15640,15640.0,Female,Loyal Customer,22.0,Business travel,Business,3700.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,0.0,0.0,satisfied,27392
17700,17700.0,Female,Loyal Customer,42.0,Business travel,Business,2077.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,satisfied,51552
12743,12743.0,Male,disloyal Customer,45.0,Business travel,Eco,761.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,neutral or dissatisfied,25667
56849,56849.0,Female,Loyal Customer,58.0,Business travel,Business,2078.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,neutral or dissatisfied,6281
89989,89989.0,Female,Loyal Customer,37.0,Personal Travel,Eco,725.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,0.0,0.0,satisfied,107423
49213,49213.0,Male,disloyal Customer,20.0,Business travel,Business,184.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,0.0,0.0,satisfied,123992
57364,57364.0,Female,Loyal Customer,25.0,Business travel,Business,650.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,0.0,16.0,satisfied,122934
67037,67037.0,Female,Loyal Customer,58.0,Personal Travel,Eco,551.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,neutral or dissatisfied,4509
79737,79737.0,Female,Loyal Customer,15.0,Personal Travel,Eco,451.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,36.0,28.0,neutral or dissatisfied,51735
93766,93766.0,Female,Loyal Customer,15.0,Personal Travel,Eco Plus,308.0,1.0,5.0,1.0,5.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,51449
82252,82252.0,Female,Loyal Customer,45.0,Business travel,Business,3592.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,18.0,1.0,satisfied,105284
39316,39316.0,Female,Loyal Customer,40.0,Business travel,Business,2139.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,satisfied,66960
2139,2139.0,Female,Loyal Customer,26.0,Business travel,Eco Plus,1535.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,31.0,53.0,neutral or dissatisfied,92153
41307,41307.0,Male,Loyal Customer,52.0,Personal Travel,Eco,1086.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,24.0,0.0,neutral or dissatisfied,39951
33589,33589.0,Male,Loyal Customer,42.0,Business travel,Business,1096.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,5.0,5.0,5.0,4.0,5.0,4.0,170.0,157.0,satisfied,79901
38815,38815.0,Male,Loyal Customer,66.0,Personal Travel,Eco,955.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,31.0,39.0,neutral or dissatisfied,30835
85070,85070.0,Female,disloyal Customer,42.0,Business travel,Eco,151.0,1.0,4.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,19.0,17.0,neutral or dissatisfied,64975
60621,60621.0,Male,disloyal Customer,30.0,Business travel,Eco,819.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,12.0,0.0,satisfied,48481
44383,44383.0,Male,Loyal Customer,31.0,Business travel,Business,1726.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,5.0,2.0,5.0,0.0,0.0,satisfied,62588
101059,101059.0,Male,Loyal Customer,16.0,Personal Travel,Eco,145.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,81.0,75.0,neutral or dissatisfied,22488
10128,10128.0,Female,disloyal Customer,28.0,Business travel,Business,1192.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,12.0,0.0,satisfied,64264
27101,27101.0,Male,disloyal Customer,54.0,Business travel,Business,1087.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,satisfied,41012
78427,78427.0,Female,Loyal Customer,13.0,Personal Travel,Eco,2486.0,1.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,45.0,36.0,neutral or dissatisfied,84543
36459,36459.0,Female,Loyal Customer,36.0,Personal Travel,Eco,590.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,satisfied,126313
91466,91466.0,Male,Loyal Customer,17.0,Business travel,Business,,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,10.0,0.0,satisfied,72941
33562,33562.0,Female,disloyal Customer,23.0,Business travel,Eco,495.0,4.0,0.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,5.0,3.0,5.0,satisfied,46074
45276,45276.0,Male,Loyal Customer,41.0,Business travel,Business,198.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,satisfied,29764
18479,18479.0,Female,Loyal Customer,32.0,Business travel,Business,2391.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,0.0,neutral or dissatisfied,54688
60748,60748.0,Male,Loyal Customer,29.0,Personal Travel,Eco,1882.0,1.0,2.0,1.0,4.0,5.0,1.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,0.0,0.0,neutral or dissatisfied,56308
44198,44198.0,Female,Loyal Customer,35.0,Business travel,Business,342.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,satisfied,114572
24235,24235.0,Male,Loyal Customer,59.0,Business travel,Business,414.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,0.0,satisfied,128955
94540,94540.0,Female,Loyal Customer,45.0,Business travel,Business,365.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,7.0,1.0,satisfied,117938
6044,6044.0,Female,Loyal Customer,61.0,Personal Travel,Eco,704.0,2.0,4.0,1.0,5.0,2.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,13.0,2.0,neutral or dissatisfied,106901
31507,31507.0,Female,Loyal Customer,61.0,Business travel,Business,1679.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,satisfied,113516
97980,97980.0,Male,Loyal Customer,31.0,Business travel,Business,1990.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,neutral or dissatisfied,79206
41142,41142.0,Female,disloyal Customer,22.0,Business travel,Business,1127.0,4.0,0.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,1.0,0.0,3.0,satisfied,83009
36072,36072.0,Male,Loyal Customer,39.0,Business travel,Business,2015.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,0.0,neutral or dissatisfied,117614
26544,26544.0,Female,Loyal Customer,59.0,Personal Travel,Eco,580.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0,neutral or dissatisfied,95884
81539,81539.0,Male,Loyal Customer,31.0,Personal Travel,Eco,1134.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,3.0,0.0,0.0,neutral or dissatisfied,17061
42150,42150.0,Male,Loyal Customer,48.0,Business travel,Business,2248.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,97.0,81.0,satisfied,79299
54378,54378.0,Male,Loyal Customer,48.0,Business travel,Business,2389.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,1.0,satisfied,80802
52187,52187.0,Male,Loyal Customer,59.0,Business travel,Business,675.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,35.0,30.0,satisfied,98412
14387,14387.0,Female,Loyal Customer,41.0,Personal Travel,Eco,370.0,5.0,5.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,1.0,0.0,0.0,satisfied,52382
103651,103651.0,Female,Loyal Customer,57.0,Personal Travel,Eco,1547.0,0.0,4.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,3.0,3.0,satisfied,108633
5969,5969.0,Male,disloyal Customer,30.0,Business travel,Eco Plus,143.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,5.0,0.0,0.0,neutral or dissatisfied,22526
92484,92484.0,Male,Loyal Customer,61.0,Personal Travel,Eco,557.0,1.0,5.0,1.0,3.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,3.0,1.0,5.0,0.0,21.0,neutral or dissatisfied,3534
100359,100359.0,Female,disloyal Customer,37.0,Business travel,Business,159.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,0.0,0.0,satisfied,93570
72115,72115.0,Female,Loyal Customer,52.0,Personal Travel,Eco,166.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,neutral or dissatisfied,11092
86119,86119.0,Female,disloyal Customer,23.0,Business travel,Eco,834.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,19.0,12.0,neutral or dissatisfied,47995
2100,2100.0,Female,Loyal Customer,49.0,Personal Travel,Eco,1092.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,0.0,0.0,satisfied,100345
98644,98644.0,Female,Loyal Customer,46.0,Personal Travel,Eco,2106.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,,2.0,4.0,1.0,4.0,1.0,0.0,7.0,neutral or dissatisfied,105266
33216,33216.0,Female,Loyal Customer,49.0,Business travel,Business,1945.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,23.0,16.0,satisfied,40562
67028,67028.0,Male,Loyal Customer,29.0,Personal Travel,Eco Plus,329.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,8.0,0.0,neutral or dissatisfied,48016
34800,34800.0,Female,Loyal Customer,48.0,Business travel,Business,3291.0,1.0,1.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,0.0,0.0,satisfied,77013
94072,94072.0,Female,Loyal Customer,46.0,Personal Travel,Eco,1460.0,3.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,21.0,19.0,neutral or dissatisfied,93230
74809,74809.0,Female,Loyal Customer,40.0,Business travel,Business,2664.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,64.0,53.0,satisfied,99936
