Customer,State,Response,Coverage,Education,Effective To Date,Gender,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,EmploymentStatus,Income
AK11669,Arizona,No,Extended,Doctor,1/17/2011,F,Suburban,Divorced,85.0,6.0,75.0,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Branch,408.0,Two-Door Car,Medsize,Employed,59232
EM53324,Oregon,No,Basic,College,2/15/2011,F,Suburban,Single,72.0,26.0,12.0,3.0,2.0,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize,Unemployed,0
JE99638,Arizona,No,Basic,Bachelor,2/3/2011,M,Rural,Married,68.0,1.0,67.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,91.815153,Four-Door Car,Medsize,Medical Leave,23577
LR69185,Nevada,No,Extended,College,1/14/2011,M,Suburban,Single,80.0,27.0,88.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,848.201438,Four-Door Car,Medsize,Unemployed,0
AS55478,Oregon,No,Extended,Bachelor,2/23/2011,M,Suburban,Married,98.0,23.0,13.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Call Center,541.229321,Four-Door Car,Small,Employed,26670
OB52091,Washington,No,Basic,Bachelor,2/9/2011,M,Suburban,Divorced,68.0,1.0,63.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Agent,456.290338,Four-Door Car,Medsize,Employed,87403
AM28777,Oregon,No,Basic,College,1/4/2011,F,Rural,Married,67.0,16.0,85.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,11.046789,Four-Door Car,Medsize,Employed,51455
AQ70385,Oregon,No,Basic,High School or Below,1/13/2011,M,Rural,Married,72.0,30.0,23.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Branch,48.288036,Four-Door Car,Medsize,Employed,30242
FL22732,Oregon,No,Basic,Bachelor,2/14/2011,M,Urban,Married,62.0,21.0,79.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,157.174836,Four-Door Car,Medsize,Employed,64311
JD75068,Oregon,No,Basic,College,2/14/2011,F,Suburban,Married,70.0,21.0,70.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,405.384524,Four-Door Car,Medsize,Unemployed,0
MM70762,Arizona,Yes,Basic,Master,1/26/2011,M,Rural,Single,116.0,8.0,23.0,0.0,8.0,Personal Auto,Personal L1,Offer1,Agent,158.077504,Sports Car,Medsize,Employed,37722
JT46803,Oregon,No,Basic,Bachelor,1/9/2011,F,Rural,Single,69.0,12.0,56.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Web,25.605349,Four-Door Car,Medsize,Employed,42336
VO25938,Oregon,Yes,Basic,Bachelor,1/27/2011,M,Suburban,Married,71.0,16.0,38.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,Medsize,Employed,25998
FP31685,Oregon,No,Basic,Bachelor,2/5/2011,F,Suburban,Single,68.0,33.0,6.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Medsize,Employed,24887
LP69867,Oregon,No,Extended,High School or Below,1/12/2011,M,Suburban,Single,82.0,15.0,82.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,590.4,Four-Door Car,Medsize,Unemployed,0
BX88330,Washington,No,Basic,College,1/19/2011,F,Urban,Single,64.0,22.0,19.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,163.411884,Four-Door Car,Medsize,Employed,90918
QQ86648,Oregon,No,Basic,High School or Below,1/20/2011,M,Suburban,Married,72.0,14.0,20.0,2.0,8.0,Personal Auto,Personal L1,Offer2,Call Center,345.6,Two-Door Car,Small,Employed,78834
VE80757,Oregon,No,Basic,Bachelor,1/22/2011,M,Suburban,Single,62.0,27.0,14.0,0.0,3.0,Personal Auto,Personal L1,Offer3,Branch,434.26667,Two-Door Car,Medsize,Unemployed,0
BE69929,Arizona,No,Basic,College,2/1/2011,F,Urban,Married,61.0,19.0,78.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Branch,186.857059,Two-Door Car,Medsize,Employed,27872
BM31989,Arizona,No,Premium,College,2/18/2011,M,Rural,Married,112.0,30.0,91.0,1.0,3.0,Personal Auto,Personal L3,Offer2,Agent,82.211282,Four-Door Car,Medsize,Employed,24012
HW27766,Arizona,No,Extended,College,2/6/2011,M,Suburban,Married,94.0,2.0,99.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Branch,515.569363,Four-Door Car,Medsize,Medical Leave,16367
BC90645,California,No,Basic,Master,2/1/2011,F,Rural,Single,68.0,5.0,7.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Branch,117.964245,Four-Door Car,Medsize,Employed,55479
GC36679,Oregon,No,Extended,High School or Below,1/25/2011,M,Suburban,Single,86.0,1.0,59.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,412.8,Four-Door Car,Medsize,Employed,40778
VI74176,Arizona,No,Extended,,2/22/2011,M,Suburban,Single,137.0,22.0,68.0,3.0,6.0,Personal Auto,Personal L1,Offer2,Agent,1532.080871,SUV,Medsize,Unemployed,0
BX24569,California,Yes,Basic,Bachelor,1/7/2011,M,Suburban,Married,102.0,28.0,11.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,Unemployed,0
DR32525,Arizona,No,Extended,College,2/25/2011,M,Suburban,Single,96.0,29.0,22.0,4.0,2.0,Personal Auto,Personal L3,Offer3,Agent,460.8,Four-Door Car,Medsize,Unemployed,0
CP76842,Nevada,No,Extended,College,2/14/2011,F,Rural,Married,83.0,25.0,76.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,99.223092,Two-Door Car,Medsize,Employed,95438
IH20118,Oregon,Yes,Basic,High School or Below,2/26/2011,M,Suburban,Single,73.0,22.0,13.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,Medical Leave,12430
DA20472,California,Yes,Basic,High School or Below,2/17/2011,M,Rural,Married,107.0,29.0,29.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize,Employed,95697
DN67273,Oregon,No,Basic,High School or Below,1/8/2011,F,Suburban,Single,74.0,26.0,84.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,532.8,Two-Door Car,Small,Unemployed,0
ZZ20738,California,No,Basic,High School or Below,1/28/2011,F,Suburban,Married,114.0,6.0,27.0,0.0,3.0,Personal Auto,Personal L2,Offer4,Agent,547.2,Sports Car,Medsize,Employed,28108
AS18084,California,Yes,Basic,College,1/26/2011,F,Suburban,Married,102.0,10.0,77.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,489.6,Sports Car,Large,Medical Leave,25370
FY21364,California,No,Basic,Bachelor,2/22/2011,M,Suburban,Single,105.0,31.0,85.0,0.0,5.0,Corporate Auto,Corporate L1,Offer2,Agent,756.0,SUV,Medsize,Unemployed,0
LL73047,California,No,Basic,High School or Below,1/26/2011,F,Suburban,Divorced,71.0,14.0,34.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Medsize,Disabled,28672
CG15505,California,Yes,Extended,Master,2/20/2011,F,Suburban,Divorced,239.0,19.0,59.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Agent,1294.700423,Luxury SUV,Medsize,Employed,22705
ZZ22047,Washington,Yes,Basic,Bachelor,1/13/2011,M,Suburban,Divorced,69.0,1.0,78.0,0.0,9.0,Corporate Auto,Corporate L3,Offer1,Agent,331.2,Four-Door Car,Medsize,Employed,67798
NG56399,Arizona,No,Basic,High School or Below,1/7/2011,M,Suburban,Divorced,70.0,7.0,85.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Branch,498.533231,Two-Door Car,Medsize,Employed,61367
MD45928,Arizona,Yes,Premium,High School or Below,2/1/2011,F,Suburban,Single,116.0,23.0,21.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,Employed,59207
OV29928,Washington,No,Basic,College,,F,Urban,Married,65.0,24.0,0.0,0.0,9.0,Corporate Auto,Corporate L3,Offer3,Agent,293.308765,Four-Door Car,Medsize,Employed,67423
OR28030,California,Yes,Basic,Bachelor,1/17/2011,M,Suburban,Divorced,73.0,25.0,56.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Call Center,525.6,Two-Door Car,Small,Employed,35095
LO48748,Oregon,No,Extended,Master,1/30/2011,F,Rural,Single,96.0,29.0,70.0,0.0,4.0,Personal Auto,Personal L1,Offer2,Web,177.36984,Four-Door Car,Large,Employed,26380
FX95323,Oregon,No,Basic,College,1/31/2011,M,Rural,Married,66.0,10.0,72.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,148.971857,Four-Door Car,Medsize,Employed,88731
AG85127,Oregon,No,Basic,Bachelor,1/14/2011,M,Urban,Married,68.0,30.0,80.0,0.0,2.0,Special Auto,Special L3,Offer3,Web,264.040157,Four-Door Car,Medsize,Employed,61409
JN33628,California,No,Premium,Bachelor,2/22/2011,M,Suburban,Married,167.0,30.0,40.0,0.0,5.0,Personal Auto,Personal L3,Offer2,Branch,1985.999807,SUV,Small,Unemployed,0
QU69375,Nevada,Yes,Extended,High School or Below,1/1/2011,M,Suburban,Single,79.0,21.0,53.0,1.0,7.0,Corporate Auto,Corporate L2,Offer1,Agent,407.440238,Two-Door Car,Medsize,Unemployed,0
FM37864,California,No,Extended,Bachelor,1/9/2011,F,Urban,Divorced,89.0,13.0,16.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,230.84972,Two-Door Car,Large,Employed,74931
IL23615,Oregon,No,Extended,College,2/21/2011,M,Suburban,Single,86.0,23.0,10.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,412.8,Four-Door Car,Large,Employed,74770
FZ44411,Arizona,No,Extended,Bachelor,1/30/2011,M,,Married,95.0,14.0,81.0,5.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,619.267164,Four-Door Car,Medsize,Unemployed,0
JE32215,California,No,Premium,Bachelor,2/14/2011,F,Rural,Married,107.0,0.0,73.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,180.085807,Two-Door Car,Medsize,Employed,44299
FQ88964,Arizona,No,Basic,College,2/25/2011,M,Suburban,Single,71.0,22.0,10.0,1.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,390.498822,Two-Door Car,Large,Unemployed,0
WW22291,California,No,Basic,Master,2/16/2011,M,Suburban,Divorced,72.0,2.0,34.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,361.564021,Four-Door Car,Medsize,Employed,63326
EV39637,Oregon,No,Basic,High School or Below,2/12/2011,F,Suburban,Single,73.0,12.0,42.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Branch,794.445585,Four-Door Car,Medsize,Unemployed,0
TG36139,California,No,Extended,High School or Below,2/10/2011,F,Suburban,Single,128.0,,7.0,0.0,1.0,Corporate Auto,Corporate L1,Offer4,Branch,837.905079,SUV,Medsize,Disabled,21720
XN25550,Oregon,No,Extended,College,1/2/2011,M,Suburban,Married,135.0,4.0,46.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,904.813121,SUV,Medsize,Employed,55571
NG94966,California,No,Basic,College,2/27/2011,M,Suburban,Divorced,61.0,30.0,84.0,0.0,1.0,Personal Auto,Personal L3,,Agent,302.353842,Four-Door Car,Large,Employed,34759
AD28349,Arizona,No,Basic,High School or Below,2/23/2011,M,Suburban,Divorced,68.0,18.0,81.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Call Center,352.130674,Four-Door Car,Medsize,Unemployed,0
VZ56705,Oregon,No,Basic,Bachelor,2/25/2011,M,Suburban,Married,74.0,5.0,84.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,Employed,38638
TQ82322,California,No,Basic,Bachelor,2/19/2011,,Urban,Single,62.0,25.0,8.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,211.660971,Two-Door Car,Medsize,Employed,80927
CB77819,California,No,Basic,High School or Below,2/10/2011,M,Suburban,Single,65.0,33.0,1.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,585.454243,Two-Door Car,Medsize,Unemployed,0
VG68427,Arizona,No,Basic,High School or Below,2/17/2011,M,Urban,Married,70.0,6.0,33.0,0.0,6.0,Corporate Auto,Corporate L2,Offer4,Branch,198.75466,Four-Door Car,Medsize,Employed,81914
WO42164,Oregon,No,Extended,High School or Below,2/7/2011,M,Suburban,Single,92.0,9.0,24.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Call Center,662.4,Four-Door Car,Medsize,Unemployed,0
NL87371,Oregon,No,Basic,Bachelor,1/23/2011,M,Suburban,Divorced,72.0,28.0,64.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Web,345.6,Two-Door Car,Medsize,Unemployed,0
QW24080,Oregon,No,Basic,College,1/3/2011,F,Suburban,Single,74.0,5.0,75.0,4.0,1.0,Personal Auto,Personal L2,Offer3,Branch,369.822544,Four-Door Car,Large,Unemployed,0
ZL53118,Arizona,No,Basic,High School or Below,2/1/2011,M,Suburban,Single,69.0,14.0,10.0,1.0,1.0,Personal Auto,Personal L3,Offer1,Branch,757.89114,Four-Door Car,Medsize,Unemployed,0
GT19025,Oregon,No,Extended,Bachelor,1/23/2011,F,Urban,Divorced,98.0,2.0,88.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,284.239719,Four-Door Car,Medsize,Medical Leave,25407
VN44400,California,No,Basic,College,2/4/2011,F,Urban,Married,70.0,2.0,96.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Branch,291.587866,Two-Door Car,Medsize,Employed,86073
JF45126,Nevada,No,Basic,Bachelor,1/18/2011,M,Suburban,Married,104.0,6.0,1.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Branch,499.2,SUV,Medsize,Employed,23818
SW94040,Oregon,No,Extended,College,2/22/2011,F,Suburban,Divorced,99.0,22.0,9.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Agent,632.765462,Four-Door Car,Medsize,Employed,21326
XI36396,California,No,Extended,Bachelor,1/18/2011,M,Suburban,Married,86.0,24.0,95.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,412.8,Four-Door Car,Medsize,Retired,18486
CL38926,Oregon,No,Basic,Bachelor,2/15/2011,M,Suburban,Single,102.0,11.0,29.0,0.0,4.0,Corporate Auto,Corporate L3,Offer2,Call Center,489.6,SUV,Medsize,Medical Leave,10458
CU10179,California,No,Extended,College,1/14/2011,F,Rural,Married,131.0,10.0,65.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,258.036918,Sports Car,Small,Employed,82528
BK57087,California,No,Basic,College,1/1/2011,F,Suburban,Married,112.0,27.0,18.0,2.0,1.0,Personal Auto,Personal L3,Offer3,Branch,537.6,SUV,Medsize,Employed,38223
LF94282,Nevada,No,Basic,Bachelor,1/2/2011,M,Rural,Married,72.0,32.0,67.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,36.732923,Two-Door Car,Medsize,Employed,63438
BO46265,Oregon,No,Extended,College,2/18/2011,M,Suburban,Married,92.0,5.0,82.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,610.567945,Four-Door Car,Small,Medical Leave,13432
VJ45879,California,No,Premium,Bachelor,1/28/2011,M,Rural,Married,114.0,10.0,50.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,100.557495,Two-Door Car,Medsize,Employed,26848
FR12423,Oregon,Yes,Basic,Bachelor,1/26/2011,M,Suburban,Divorced,71.0,13.0,3.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,Medical Leave,14072
IY87065,California,Yes,Basic,Bachelor,1/21/2011,F,Suburban,Married,66.0,15.0,66.0,0.0,8.0,Corporate Auto,Corporate L1,Offer1,Agent,456.702735,Two-Door Car,Medsize,Employed,28909
LR49944,Nevada,No,Basic,Doctor,2/25/2011,F,Rural,Married,68.0,0.0,73.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,150.501033,Two-Door Car,Large,Employed,35159
LU40443,Oregon,No,Basic,Master,2/12/2011,M,Urban,Single,70.0,7.0,36.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Web,193.86537,Four-Door Car,Medsize,Employed,64255
HN54181,California,No,Extended,College,2/9/2011,F,Suburban,Single,84.0,8.0,30.0,0.0,7.0,Personal Auto,Personal L1,Offer3,Agent,604.8,Four-Door Car,Small,Unemployed,0
GC52187,Nevada,No,Extended,College,2/23/2011,F,Urban,Married,90.0,32.0,42.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,350.75997,Two-Door Car,Large,Employed,88842
FH22095,California,No,Basic,College,2/7/2011,M,Suburban,Married,64.0,7.0,53.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,307.2,Two-Door Car,Small,Employed,39377
KY55245,California,Yes,Basic,High School or Below,2/26/2011,M,Suburban,Single,73.0,22.0,13.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,Medical Leave,12430
ST43920,Arizona,Yes,Basic,Doctor,1/27/2011,F,Suburban,Divorced,63.0,1.0,9.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medsize,Disabled,21986
GG84614,Oregon,No,Extended,High School or Below,1/8/2011,F,Suburban,Single,76.0,9.0,6.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Branch,455.545318,Two-Door Car,Medsize,Employed,27435
JW94491,California,Yes,Basic,College,1/3/2011,M,Suburban,Divorced,66.0,13.0,43.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,Retired,25251
EW51866,Arizona,No,Extended,College,1/24/2011,F,Rural,Married,85.0,27.0,95.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Call Center,17.92017,Four-Door Car,Medsize,Employed,29881
KU13616,California,Yes,Premium,Bachelor,2/16/2011,F,Suburban,Divorced,101.0,18.0,39.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,484.8,Four-Door Car,Medsize,Disabled,11885
CB15842,California,No,Basic,High School or Below,2/16/2011,M,Suburban,Married,104.0,2.0,10.0,0.0,7.0,Special Auto,Special L3,Offer1,Agent,499.2,SUV,Medsize,Employed,40420
RN66968,California,No,Basic,High School or Below,1/3/2011,M,Suburban,Married,66.0,9.0,18.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Agent,376.502488,Four-Door Car,Large,Employed,74837
IQ30108,Oregon,No,Extended,High School or Below,1/28/2011,M,Urban,Married,77.0,2.0,78.0,0.0,1.0,Special Auto,Special L2,Offer3,Agent,198.080417,Four-Door Car,Medsize,Employed,67591
VB23257,Oregon,No,Basic,Bachelor,1/5/2011,M,Rural,Single,119.0,14.0,25.0,0.0,1.0,Special Auto,Special L3,Offer1,Branch,121.327914,SUV,Medsize,Employed,47590
CV13878,California,No,Basic,High School or Below,2/1/2011,F,Suburban,Married,62.0,12.0,7.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,297.6,Two-Door Car,Medsize,Employed,75474
FD14790,Oregon,No,Extended,Bachelor,2/10/2011,M,Suburban,Married,92.0,14.0,51.0,0.0,2.0,Personal Auto,Personal L1,Offer4,Branch,441.6,Four-Door Car,Small,Employed,57177
VZ61940,Nevada,No,Basic,Doctor,2/7/2011,F,Urban,Married,66.0,4.0,7.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,182.607687,Four-Door Car,Small,Employed,52344
PX66705,California,No,Basic,High School or Below,1/22/2011,F,Suburban,Married,70.0,26.0,34.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,487.814322,Four-Door Car,Medsize,Employed,20072
XG66314,California,No,Basic,College,1/15/2011,M,Urban,Married,105.0,5.0,80.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,357.618596,SUV,Medsize,Employed,33604
ZM40672,Oregon,No,Basic,Master,1/11/2011,F,Suburban,Single,61.0,2.0,76.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Two-Door Car,Small,Unemployed,0
VF21523,Nevada,No,Basic,High School or Below,1/18/2011,F,Suburban,Single,74.0,3.0,59.0,0.0,1.0,,Corporate L3,Offer2,Web,355.2,Two-Door Car,Small,Employed,37741
OM50417,Arizona,No,Extended,Bachelor,2/16/2011,F,Rural,Married,83.0,5.0,20.0,1.0,2.0,,Personal L2,Offer1,Call Center,208.904212,Four-Door Car,Medsize,Employed,48471
SO54368,Oregon,Yes,Basic,College,2/12/2011,M,Suburban,Married,118.0,31.0,83.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Medsize,Employed,58089
XZ62430,Arizona,Yes,Extended,Bachelor,2/14/2011,M,Suburban,Married,83.0,13.0,62.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,Retired,27681
RZ51338,Arizona,No,,Bachelor,1/24/2011,M,Suburban,Divorced,74.0,3.0,90.0,4.0,2.0,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Medsize,Retired,28992
NV13794,Nevada,No,Basic,High School or Below,2/9/2011,F,Urban,Married,119.0,3.0,60.0,0.0,9.0,Personal Auto,Personal L1,Offer1,Agent,388.506303,SUV,Small,Employed,55986
JB23570,California,No,Extended,College,2/12/2011,M,Suburban,Married,132.0,13.0,67.0,0.0,9.0,Corporate Auto,Corporate L2,Offer4,Branch,633.6,SUV,Medsize,Employed,94042
MH24522,California,No,Basic,College,2/14/2011,M,Suburban,Married,101.0,11.0,34.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Call Center,563.284331,Sports Car,Small,Unemployed,0
TD78032,Washington,No,Basic,High School or Below,2/14/2011,M,Suburban,Single,67.0,19.0,70.0,0.0,1.0,Corporate Auto,Corporate L1,Offer4,Call Center,482.4,Four-Door Car,Medsize,Unemployed,0
WW41496,Nevada,No,Extended,Bachelor,1/1/2011,F,Urban,Divorced,88.0,34.0,3.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,375.401079,Two-Door Car,Medsize,Employed,70164
IF32545,Nevada,Yes,Basic,Master,1/28/2011,F,Suburban,Divorced,65.0,9.0,81.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,312.0,Four-Door Car,Small,Disabled,22886
HF72557,Washington,No,Extended,Bachelor,2/6/2011,M,Suburban,Divorced,89.0,17.0,84.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,427.2,Four-Door Car,Medsize,Medical Leave,19948
MD41042,Arizona,No,Basic,College,1/14/2011,F,Urban,Married,74.0,17.0,48.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Web,352.740946,Two-Door Car,Medsize,Employed,39293
UP31333,Washington,Yes,Basic,College,1/21/2011,M,Suburban,Married,118.0,1.0,59.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Branch,612.300581,SUV,Small,Employed,28432
UC35517,Oregon,No,Basic,College,1/22/2011,M,Suburban,Single,70.0,1.0,30.0,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Branch,504.0,Four-Door Car,Small,Unemployed,0
HS89788,Arizona,No,Basic,High School or Below,1/11/2011,F,Suburban,Single,107.0,2.0,93.0,0.0,4.0,Personal Auto,Personal L1,Offer2,Branch,1166.754216,Sports Car,Medsize,Unemployed,0
SG82836,Oregon,No,Extended,High School or Below,1/14/2011,M,Suburban,Married,81.0,10.0,39.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Branch,,Two-Door Car,Small,Employed,47412
VM50666,California,No,Basic,Doctor,1/11/2011,M,Suburban,Divorced,65.0,12.0,46.0,0.0,2.0,Special Auto,Special L3,Offer1,Branch,312.0,Four-Door Car,Large,Unemployed,0
MD70513,Washington,No,Basic,College,1/20/2011,M,Suburban,Single,107.0,16.0,90.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,725.339771,SUV,Medsize,Employed,68351
YX96463,Oregon,No,Basic,Bachelor,2/7/2011,F,Suburban,Married,74.0,26.0,42.0,0.0,9.0,Corporate Auto,Corporate L2,Offer2,Call Center,355.2,Four-Door Car,Small,Employed,58733
LH38387,Nevada,No,Extended,Bachelor,2/8/2011,F,Rural,Married,95.0,18.0,39.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,76.73348,Two-Door Car,Medsize,Employed,58187
BY59578,California,No,Extended,College,1/23/2011,M,Suburban,Married,88.0,16.0,95.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,569.124597,Four-Door Car,Medsize,Employed,63189
RN12107,Oregon,No,Premium,High School or Below,1/4/2011,F,Suburban,Single,254.0,23.0,55.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Call Center,1828.8,Luxury Car,Medsize,Unemployed,0
MZ84108,Arizona,No,Extended,Bachelor,1/2/2011,M,Urban,Single,130.0,18.0,26.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Branch,494.664784,Sports Car,Medsize,Employed,44006
JG68387,Nevada,No,Basic,Bachelor,1/27/2011,F,Suburban,Married,101.0,7.0,35.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,484.8,SUV,Large,Employed,60932
AQ94108,Oregon,No,Basic,College,2/26/2011,F,Rural,Married,71.0,33.0,50.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,84.715044,Four-Door Car,Medsize,Employed,56704
NE85389,Oregon,No,Basic,High School or Below,1/10/2011,F,,Married,74.0,12.0,72.0,1.0,2.0,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Medsize,Unemployed,0
JQ35849,California,No,Basic,High School or Below,1/21/2011,M,Suburban,Married,68.0,11.0,84.0,0.0,5.0,Personal Auto,Personal L3,Offer4,Agent,326.4,Four-Door Car,Medsize,Employed,24254
